filename,width,height,class,xmin,ymin,xmax,ymax
20190321_141256(1).jpg,1832,3264,price,704,1759,1710,2128
20190321_141256(1).jpg,1832,3264,barcode,744,2092,1659,2270
20190321_141256(1).jpg,1832,3264,name,84,1542,1377,1824
20190321_141306.jpg,1832,3264,list,7,1626,1684,2352
20190321_141306.jpg,1832,3264,price,805,1842,1622,2177
20190321_141306.jpg,1832,3264,barcode,705,2177,1612,2288
20190321_141306.jpg,1832,3264,name,26,1646,1202,1898
20190321_141312.jpg,1832,3264,list,12,1487,1813,2287
20190321_141312.jpg,1832,3264,price,879,1751,1805,2118
20190321_141312.jpg,1832,3264,barcode,744,2095,1767,2236
20190321_141312.jpg,1832,3264,name,13,1497,1369,1793
20190321_141330.jpg,1832,3264,list,4,1410,1726,2293
20190321_141330.jpg,1832,3264,price,563,1705,1623,2074
20190321_141330.jpg,1832,3264,barcode,643,2062,1599,2213
20190321_141330.jpg,1832,3264,name,13,1429,1174,1711
20190321_141333.jpg,1832,3264,list,4,1623,1804,2570
20190321_141333.jpg,1832,3264,price,528,1916,1720,2293
20190321_141333.jpg,1832,3264,barcode,735,2272,1651,2465
20190321_141333.jpg,1832,3264,name,4,1644,1136,1929
20190321_141336.jpg,1832,3264,list,58,1383,1740,2424
20190321_141336.jpg,1832,3264,price,581,1728,1581,2134
20190321_141336.jpg,1832,3264,barcode,656,2056,1553,2328
20190321_141336.jpg,1832,3264,name,76,1401,1146,1729
20190321_141338.jpg,1832,3264,list,97,1421,1763,2428
20190321_141338.jpg,1832,3264,price,602,1806,1612,2213
20190321_141338.jpg,1832,3264,barcode,754,2126,1561,2375
20190321_141338.jpg,1832,3264,name,105,1487,1122,1826
20190321_141344.jpg,1832,3264,list,63,1246,1392,2116
20190321_141344.jpg,1832,3264,price,451,1528,1356,1897
20190321_141344.jpg,1832,3264,barcode,589,1806,1366,2059
20190321_141344.jpg,1832,3264,name,76,1257,984,1542
20190321_141347.jpg,1832,3264,list,199,1180,1530,2038
20190321_141347.jpg,1832,3264,price,566,1452,1454,1820
20190321_141347.jpg,1832,3264,barcode,685,1751,1443,1980
20190321_141347.jpg,1832,3264,name,220,1198,1090,1482
20190321_141350.jpg,1832,3264,list,31,1387,1377,2354
20190321_141350.jpg,1832,3264,price,441,1698,1369,2118
20190321_141350.jpg,1832,3264,barcode,536,2013,1353,2305
20190321_141350.jpg,1832,3264,name,64,1398,1007,1744
20190321_141356(1).jpg,1832,3264,list,46,1293,1489,2215
20190321_141356(1).jpg,1832,3264,price,523,1579,1410,1956
20190321_141356(1).jpg,1832,3264,barcode,594,1895,1449,2138
20190321_141356(1).jpg,1832,3264,name,74,1295,990,1595
20190321_141403(1).jpg,1832,3264,list,126,1398,1538,2138
20190321_141403(1).jpg,1832,3264,price,690,1667,1549,1970
20190321_141403(1).jpg,1832,3264,barcode,785,1959,1518,2101
20190321_141403(1).jpg,1832,3264,name,126,1416,1118,1639
20190321_141407.jpg,1832,3264,list,284,1224,1638,1941
20190321_141407.jpg,1832,3264,price,741,1451,1569,1757
20190321_141407.jpg,1832,3264,barcode,800,1734,1569,1890
20190321_141407.jpg,1832,3264,name,307,1234,1195,1457
20190321_141411(1).jpg,1832,3264,list,94,1380,1551,2070
20190321_141411(1).jpg,1832,3264,price,685,1652,1533,1924
20190321_141411(1).jpg,1832,3264,barcode,766,1921,1499,2029
20190321_141411(1).jpg,1832,3264,name,102,1408,1199,1659
20190321_141415(1).jpg,1832,3264,list,66,1557,1597,2210
20190321_141415(1).jpg,1832,3264,price,741,1793,1585,2051
20190321_141415(1).jpg,1832,3264,barcode,782,2054,1543,2152
20190321_141415(1).jpg,1832,3264,name,82,1567,892,1785
20190321_141422(1).jpg,1832,3264,list,192,895,1469,1793
20190321_141422(1).jpg,1832,3264,price,625,1188,1459,1577
20190321_141422(1).jpg,1832,3264,barcode,707,1479,1417,1739
20190321_141422(1).jpg,1832,3264,name,205,898,894,1175
20190321_141509(1).jpg,1832,3264,list,200,1224,1620,1900
20190321_141509(1).jpg,1832,3264,price,900,1428,1566,1723
20190321_141509(1).jpg,1832,3264,barcode,776,1724,1558,1838
20190321_141509(1).jpg,1832,3264,name,233,1223,1154,1451
20190321_141512(1).jpg,1832,3264,list,104,1260,1653,1941
20190321_141512(1).jpg,1832,3264,price,940,1477,1599,1756
20190321_141512(1).jpg,1832,3264,barcode,828,1762,1569,1879
20190321_141512(1).jpg,1832,3264,name,164,1270,1274,1482
20190321_141515(1).jpg,1832,3264,list,274,1070,1538,1760
20190321_141515(1).jpg,1832,3264,price,897,1305,1518,1606
20190321_141515(1).jpg,1832,3264,barcode,782,1587,1522,1703
20190321_141515(1).jpg,1832,3264,name,299,1075,1122,1290
20190321_141517(1).jpg,1832,3264,list,166,1144,1410,1877
20190321_141517(1).jpg,1832,3264,price,746,1405,1349,1710
20190321_141517(1).jpg,1832,3264,barcode,648,1662,1348,1838
20190321_141517(1).jpg,1832,3264,name,179,1162,881,1385
20190321_141520(1).jpg,1832,3264,list,156,1215,1622,1985
20190321_141520(1).jpg,1832,3264,name,174,1247,1125,1495
20190321_141520(1).jpg,1832,3264,price,815,1490,1504,1801
20190321_141520(1).jpg,1832,3264,barcode,697,1762,1522,1934
20190321_141525(1).jpg,1832,3264,list,218,1310,1466,1951
20190321_141525(1).jpg,1832,3264,price,838,1539,1449,1800
20190321_141525(1).jpg,1832,3264,barcode,795,1788,1461,1920
20190321_141525(1).jpg,1832,3264,name,230,1339,917,1536
20190321_141528(1).jpg,1832,3264,list,317,1433,1638,2152
20190321_141528(1).jpg,1832,3264,price,923,1685,1566,1975
20190321_141528(1).jpg,1832,3264,barcode,826,1931,1566,2088
20190321_141528(1).jpg,1832,3264,name,353,1483,1053,1667
20190321_141530.jpg,1832,3264,list,38,1395,1312,2247
20190321_141530.jpg,1832,3264,price,658,1754,1292,2064
20190321_141530.jpg,1832,3264,barcode,594,1990,1282,2216
20190321_141530.jpg,1832,3264,name,38,1444,726,1744
20190321_141542.jpg,1832,3264,list,174,1311,1233,2016
20190321_141542.jpg,1832,3264,price,651,1590,1202,1834
20190321_141542.jpg,1832,3264,barcode,617,1783,1200,1982
20190321_141542.jpg,1832,3264,name,185,1326,766,1575
20190321_141545.jpg,1832,3264,list,205,1469,1530,2093
20190321_141545.jpg,1832,3264,price,869,1680,1484,1946
20190321_141545.jpg,1832,3264,barcode,784,1926,1456,2054
20190321_141545.jpg,1832,3264,name,207,1474,933,1685
20190321_141547.jpg,1832,3264,list,205,1582,1423,2216
20190321_141547.jpg,1832,3264,price,835,1808,1413,2062
20190321_141547.jpg,1832,3264,barcode,782,2028,1400,2162
20190321_141547.jpg,1832,3264,name,241,1600,987,1800
20190321_141602.jpg,1832,3264,list,179,1449,1566,2095
20190321_141602.jpg,1832,3264,price,790,1662,1435,1906
20190321_141602.jpg,1832,3264,barcode,746,1887,1425,2015
20190321_141602.jpg,1832,3264,name,190,1454,954,1662
20190321_141606.jpg,1832,3264,list,233,1675,1728,2344
20190321_141606.jpg,1832,3264,price,908,1906,1625,2182
20190321_141606.jpg,1832,3264,barcode,779,2154,1584,2285
20190321_141606.jpg,1832,3264,name,272,1695,1199,1906
20190321_141608(1).jpg,1832,3264,list,72,1729,1612,2326
20190321_141608(1).jpg,1832,3264,price,822,1941,1523,2201
20190321_141608(1).jpg,1832,3264,barcode,769,2208,1479,2313
20190321_141608(1).jpg,1832,3264,name,92,1742,933,1954
20190321_141614.jpg,1832,3264,list,213,1729,1671,2357
20190321_141614.jpg,1832,3264,price,954,1987,1626,2234
20190321_141614.jpg,1832,3264,barcode,890,2216,1589,2321
20190321_141614.jpg,1832,3264,name,313,1783,1135,1977
20190321_141617.jpg,1832,3264,list,125,1970,1623,2662
20190321_141617.jpg,1832,3264,price,861,2187,1538,2492
20190321_141617.jpg,1832,3264,barcode,767,2470,1512,2570
20190321_141617.jpg,1832,3264,name,136,1980,1012,2182
20190321_141619.jpg,1832,3264,list,72,1964,1831,2772
20190321_141619.jpg,1832,3264,price,917,2270,1733,2603
20190321_141619.jpg,1832,3264,barcode,818,2605,1712,2731
20190321_141619.jpg,1832,3264,name,77,2020,1259,2256
20190321_141622.jpg,1832,3264,list,38,1787,1735,2700
20190321_141622.jpg,1832,3264,price,1025,2034,1679,2383
20190321_141622.jpg,1832,3264,barcode,738,2374,1692,2541
20190321_141622.jpg,1832,3264,name,71,1792,1361,2108
20190321_141629.jpg,1832,3264,list,1,1829,1479,2649
20190321_141629.jpg,1832,3264,price,853,2059,1428,2306
20190321_141629.jpg,1832,3264,barcode,707,2287,1405,2459
20190321_141629.jpg,1832,3264,name,31,1890,1099,2142
20190321_141634.jpg,1832,3264,list,174,1915,1689,2615
20190321_141634.jpg,1832,3264,price,936,2128,1556,2423
20190321_141634.jpg,1832,3264,barcode,740,2424,1561,2536
20190321_141634.jpg,1832,3264,name,199,1936,1169,2126
20190321_141640.jpg,1832,3264,list,49,1756,1669,2464
20190321_141640.jpg,1832,3264,price,882,1949,1594,2257
20190321_141640.jpg,1832,3264,name,59,1759,1022,1965
20190321_141640.jpg,1832,3264,barcode,785,2249,1561,2387
20190321_141702.jpg,1832,3264,list,61,1464,1690,2226
20190321_141702.jpg,1832,3264,price,859,1734,1700,2046
20190321_141702.jpg,1832,3264,barcode,804,2041,1659,2167
20190321_141702.jpg,1832,3264,name,66,1488,1113,1728
20190321_141717.jpg,1832,3264,list,231,1683,1723,2305
20190321_141717.jpg,1832,3264,price,872,1892,1582,2157
20190321_141717.jpg,1832,3264,barcode,785,2138,1566,2262
20190321_141717.jpg,1832,3264,name,243,1683,1192,1879
20190321_141725.jpg,1832,3264,list,108,1275,1484,1933
20190321_141725.jpg,1832,3264,price,794,1483,1372,1749
20190321_141725.jpg,1832,3264,barcode,697,1738,1359,1857
20190321_141725.jpg,1832,3264,name,113,1285,682,1488
20190321_141729.jpg,1832,3264,list,144,1198,1410,1911
20190321_141729.jpg,1832,3264,price,741,1442,1295,1695
20190321_141729.jpg,1832,3264,barcode,672,1675,1290,1824
20190321_141729.jpg,1832,3264,name,159,1221,787,1429
20190321_141736.jpg,1832,3264,list,12,1582,1832,2644
20190321_141736.jpg,1832,3264,price,989,1906,1832,2307
20190321_141736.jpg,1832,3264,barcode,836,2283,1832,2516
20190321_141736.jpg,1832,3264,name,13,1592,1169,1906
20190321_141739.jpg,1832,3264,list,20,1465,1832,2382
20190321_141739.jpg,1832,3264,price,902,1828,1758,2177
20190321_141739.jpg,1832,3264,barcode,800,2154,1689,2354
20190321_141739.jpg,1832,3264,name,56,1508,1138,1829
20190321_141742.jpg,1832,3264,list,63,1320,1772,2370
20190321_141742.jpg,1832,3264,price,779,1700,1585,2100
20190321_141742.jpg,1832,3264,barcode,695,2000,1540,2293
20190321_141742.jpg,1832,3264,name,66,1331,931,1685
20190321_141824.jpg,1832,3264,list,331,1724,1394,2228
20190321_141824.jpg,1832,3264,price,831,1900,1356,2098
20190321_141824.jpg,1832,3264,barcode,794,2082,1336,2188
20190321_141824.jpg,1832,3264,name,328,1734,1089,1893
20190321_141826.jpg,1832,3264,list,261,1752,1410,2267
20190321_141826.jpg,1832,3264,price,808,1911,1372,2118
20190321_141826.jpg,1832,3264,barcode,772,2111,1346,2203
20190321_141826.jpg,1832,3264,name,271,1754,959,1903
20190321_141828.jpg,1832,3264,list,218,1929,1512,2469
20190321_141828.jpg,1832,3264,price,828,2083,1428,2311
20190321_141828.jpg,1832,3264,barcode,789,2318,1418,2418
20190321_141828.jpg,1832,3264,name,204,1920,1104,2121
20190321_145802.jpg,1832,3264,list,544,985,1182,1867
20190321_145802.jpg,1832,3264,price,733,1500,1130,1710
20190321_145802.jpg,1832,3264,barcode,848,1742,1140,1811
20190321_145802.jpg,1832,3264,name,546,1010,1115,1146
20190321_145813.jpg,1832,3264,list,744,849,1463,1749
20190321_145813.jpg,1832,3264,price,828,1360,1330,1567
20190321_145813.jpg,1832,3264,barcode,1104,1585,1379,1662
20190321_145813.jpg,1832,3264,name,782,879,1315,1026
20190321_145822(1).jpg,1832,3264,list,453,739,1241,1774
20190321_145822(1).jpg,1832,3264,price,577,1324,1164,1572
20190321_145822(1).jpg,1832,3264,barcode,851,1621,1189,1703
20190321_145822(1).jpg,1832,3264,name,499,764,1107,926
20190321_145822(1).jpg,1832,3264,barcode,1,1623,336,1705
20190321_145830.jpg,1832,3264,list,622,938,1279,1820
20190321_145830.jpg,1832,3264,list,2,936,622,1820
20190321_145830.jpg,1832,3264,price,190,1446,589,1636
20190321_145830.jpg,1832,3264,barcode,302,1679,592,1760
20190321_145830.jpg,1832,3264,name,635,954,1022,1026
20190321_145830.jpg,1832,3264,name,15,951,444,1016
20190321_145830.jpg,1832,3264,price,776,1456,1215,1657
20190321_145830.jpg,1832,3264,barcode,928,1693,1231,1774
20190321_145830.jpg,1832,3264,name,1295,944,1617,1013
20190321_145908.jpg,1832,3264,list,469,679,1376,1710
20190321_145908.jpg,1832,3264,name,533,721,1266,1036
20190321_145908.jpg,1832,3264,price,641,1305,1236,1572
20190321_145908.jpg,1832,3264,barcode,897,1588,1222,1662
20190321_145910.jpg,1832,3264,list,351,588,1459,1921
20190321_145910.jpg,1832,3264,name,367,633,1287,1129
20190321_145910.jpg,1832,3264,price,536,1379,1248,1642
20190321_145910.jpg,1832,3264,barcode,846,1695,1248,1823
20190321_145912.jpg,1832,3264,list,220,628,1276,1918
20190321_145912.jpg,1832,3264,name,261,665,1022,1082
